Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código Meses,Meses,Unidad,Valor,Símbolo,Descripción del Símbolo
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","1994","1994","7021","Valor anual","SLC","728333","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","1995","1995","7021","Valor anual","SLC","1065417","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","1996","1996","7021","Valor anual","SLC","1016667","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","1997","1997","7021","Valor anual","SLC","950000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","1998","1998","7021","Valor anual","SLC","1000000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","1999","1999","7021","Valor anual","SLC","1100000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","2000","2000","7021","Valor anual","SLC","1132500","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","2001","2001","7021","Valor anual","SLC","1101667","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","2002","2002","7021","Valor anual","SLC","1101250","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115","Carne de ganado ovino, fresca o refrigerada","2003","2003","7021","Valor anual","SLC","1100000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1991","1991","7021","Valor anual","SLC","490749","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1992","1992","7021","Valor anual","SLC","460605","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1993","1993","7021","Valor anual","SLC","470210","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1994","1994","7021","Valor anual","SLC","517792","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1995","1995","7021","Valor anual","SLC","528458","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1996","1996","7021","Valor anual","SLC","561778","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1997","1997","7021","Valor anual","SLC","592333","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1998","1998","7021","Valor anual","SLC","571250","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","1999","1999","7021","Valor anual","SLC","546875","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2000","2000","7021","Valor anual","SLC","544896","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2001","2001","7021","Valor anual","SLC","576757","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2002","2002","7021","Valor anual","SLC","679351","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2003","2003","7021","Valor anual","SLC","710417","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2004","2004","7021","Valor anual","SLC","683333","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2005","2005","7021","Valor anual","SLC","687708","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2006","2006","7021","Valor anual","SLC","694167","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21121","Carne de pollo, fresca o refrigerada","2007","2007","7021","Valor anual","SLC","761364","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1991","1991","7021","Valor anual","SLC","238060","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1992","1992","7021","Valor anual","SLC","316030","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1993","1993","7021","Valor anual","SLC","307380","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1994","1994","7021","Valor anual","SLC","297390","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1995","1995","7021","Valor anual","SLC","285350","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1996","1996","7021","Valor anual","SLC","281790","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1997","1997","7021","Valor anual","SLC","275830","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1998","1998","7021","Valor anual","SLC","285690","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","1999","1999","7021","Valor anual","SLC","275600","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2000","2000","7021","Valor anual","SLC","284950","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2001","2001","7021","Valor anual","SLC","309020","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2002","2002","7021","Valor anual","SLC","339430","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2003","2003","7021","Valor anual","SLC","346240","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2004","2004","7021","Valor anual","SLC","354680","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2005","2005","7021","Valor anual","SLC","369640","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2006","2006","7021","Valor anual","SLC","393890","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2007","2007","7021","Valor anual","SLC","412290","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2008","2008","7021","Valor anual","SLC","469520","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2009","2009","7021","Valor anual","SLC","495750","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2010","2010","7021","Valor anual","SLC","557410","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2011","2011","7021","Valor anual","SLC","625300","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2012","2012","7021","Valor anual","SLC","691603.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2013","2013","7021","Valor anual","SLC","710268.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2014","2014","7021","Valor anual","SLC","668705","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2015","2015","7021","Valor anual","SLC","677867.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2016","2016","7021","Valor anual","SLC","742782.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2017","2017","7021","Valor anual","SLC","795455","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2018","2018","7021","Valor anual","SLC","1028169.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2019","2019","7021","Valor anual","SLC","561477.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2020","2020","7021","Valor anual","SLC","621203.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2021","2021","7021","Valor anual","SLC","997585","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.01b","Carne peso vivo, caballo, fresca o refrigerada","2022","2022","7021","Valor anual","SLC","1098700","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1991","1991","7021","Valor anual","SLC","344740","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1992","1992","7021","Valor anual","SLC","415980","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1993","1993","7021","Valor anual","SLC","421510","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1994","1994","7021","Valor anual","SLC","380810","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1995","1995","7021","Valor anual","SLC","411810","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1996","1996","7021","Valor anual","SLC","390830","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1997","1997","7021","Valor anual","SLC","454450","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1998","1998","7021","Valor anual","SLC","406190","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","1999","1999","7021","Valor anual","SLC","408500","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2000","2000","7021","Valor anual","SLC","411660","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2001","2001","7021","Valor anual","SLC","427300","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2002","2002","7021","Valor anual","SLC","469630","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2003","2003","7021","Valor anual","SLC","526730","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2004","2004","7021","Valor anual","SLC","560650","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2005","2005","7021","Valor anual","SLC","505030","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2006","2006","7021","Valor anual","SLC","510540","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2007","2007","7021","Valor anual","SLC","471840","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2008","2008","7021","Valor anual","SLC","488240","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2009","2009","7021","Valor anual","SLC","539410","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2010","2010","7021","Valor anual","SLC","585500","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2011","2011","7021","Valor anual","SLC","615440","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2012","2012","7021","Valor anual","SLC","608204.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2013","2013","7021","Valor anual","SLC","591755.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2014","2014","7021","Valor anual","SLC","775166.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2015","2015","7021","Valor anual","SLC","830953.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2016","2016","7021","Valor anual","SLC","786137.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2017","2017","7021","Valor anual","SLC","818297.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2018","2018","7021","Valor anual","SLC","713264.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2019","2019","7021","Valor anual","SLC","761721","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2020","2020","7021","Valor anual","SLC","923758.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2021","2021","7021","Valor anual","SLC","1145534.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21113.01b","Carne peso vivo, cerdo, fresca o refrigerada","2022","2022","7021","Valor anual","SLC","777540","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1991","1991","7021","Valor anual","SLC","354800","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1992","1992","7021","Valor anual","SLC","426880","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1993","1993","7021","Valor anual","SLC","412050","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1994","1994","7021","Valor anual","SLC","407240","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1995","1995","7021","Valor anual","SLC","429370","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1996","1996","7021","Valor anual","SLC","404500","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1997","1997","7021","Valor anual","SLC","411710","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1998","1998","7021","Valor anual","SLC","449970","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","1999","1999","7021","Valor anual","SLC","421920","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2000","2000","7021","Valor anual","SLC","447940","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2001","2001","7021","Valor anual","SLC","470050","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2002","2002","7021","Valor anual","SLC","479450","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2003","2003","7021","Valor anual","SLC","466000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2004","2004","7021","Valor anual","SLC","450220","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2005","2005","7021","Valor anual","SLC","474730","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2006","2006","7021","Valor anual","SLC","481940","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2007","2007","7021","Valor anual","SLC","522210","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2008","2008","7021","Valor anual","SLC","607110","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2009","2009","7021","Valor anual","SLC","572270","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2010","2010","7021","Valor anual","SLC","731290","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2011","2011","7021","Valor anual","SLC","839670","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2012","2012","7021","Valor anual","SLC","827658.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2013","2013","7021","Valor anual","SLC","757267.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2014","2014","7021","Valor anual","SLC","826307.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2015","2015","7021","Valor anual","SLC","930130.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2016","2016","7021","Valor anual","SLC","1033465.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2017","2017","7021","Valor anual","SLC","1154841.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2018","2018","7021","Valor anual","SLC","1042345","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2019","2019","7021","Valor anual","SLC","813589.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2020","2020","7021","Valor anual","SLC","1107045","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2021","2021","7021","Valor anual","SLC","1626318.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21111.01b","Carne peso vivo, ganado vacuno, fresca o refrigerada","2022","2022","7021","Valor anual","SLC","1715630","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.03b","Carne peso vivo, mulo, fresca o refrigerada","2009","2009","7021","Valor anual","SLC","324200","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.03b","Carne peso vivo, mulo, fresca o refrigerada","2010","2010","7021","Valor anual","SLC","371400","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.03b","Carne peso vivo, mulo, fresca o refrigerada","2011","2011","7021","Valor anual","SLC","429430","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21118.03b","Carne peso vivo, mulo, fresca o refrigerada","2012","2012","7021","Valor anual","SLC","524770","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1991","1991","7021","Valor anual","SLC","247270","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1992","1992","7021","Valor anual","SLC","312310","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1993","1993","7021","Valor anual","SLC","296860","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1994","1994","7021","Valor anual","SLC","316470","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1995","1995","7021","Valor anual","SLC","377500","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1996","1996","7021","Valor anual","SLC","359020","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1997","1997","7021","Valor anual","SLC","425310","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1998","1998","7021","Valor anual","SLC","334140","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","1999","1999","7021","Valor anual","SLC","422810","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","2000","2000","7021","Valor anual","SLC","490920","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","21115b","Carne peso vivo, ovino, fresca o refrigerada","2001","2001","7021","Valor anual","SLC","519650","A","Cifra oficial"
