Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código Meses,Meses,Unidad,Valor,Símbolo,Descripción del Símbolo
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2014","2014","7021","Valor anual","SLC","502232.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2015","2015","7021","Valor anual","SLC","562921.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2016","2016","7021","Valor anual","SLC","629460.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2017","2017","7021","Valor anual","SLC","724957.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2018","2018","7021","Valor anual","SLC","613692.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2019","2019","7021","Valor anual","SLC","631704.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2020","2020","7021","Valor anual","SLC","800040.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2021","2021","7021","Valor anual","SLC","675560","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01215","Espinacas","2022","2022","7021","Valor anual","SLC","947809.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2012","2012","7021","Valor anual","SLC","2023207.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2013","2013","7021","Valor anual","SLC","2167105.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2014","2014","7021","Valor anual","SLC","2420375","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2015","2015","7021","Valor anual","SLC","2777220","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2016","2016","7021","Valor anual","SLC","3162984.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2017","2017","7021","Valor anual","SLC","2554083.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2018","2018","7021","Valor anual","SLC","2333392.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2019","2019","7021","Valor anual","SLC","2680752.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2020","2020","7021","Valor anual","SLC","3391482.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2021","2021","7021","Valor anual","SLC","4399057.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01353.01","Frambuesas","2022","2022","7021","Valor anual","SLC","3255270.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","1999","1999","7021","Valor anual","SLC","273650","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2000","2000","7021","Valor anual","SLC","285750","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2001","2001","7021","Valor anual","SLC","275360","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2002","2002","7021","Valor anual","SLC","339930","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2003","2003","7021","Valor anual","SLC","350060","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2004","2004","7021","Valor anual","SLC","249780","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2005","2005","7021","Valor anual","SLC","294880","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2006","2006","7021","Valor anual","SLC","374430","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2007","2007","7021","Valor anual","SLC","463290","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2008","2008","7021","Valor anual","SLC","435890","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2009","2009","7021","Valor anual","SLC","571431","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2010","2010","7021","Valor anual","SLC","639100.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2011","2011","7021","Valor anual","SLC","716650","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2012","2012","7021","Valor anual","SLC","1004128.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2013","2013","7021","Valor anual","SLC","1049069.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2014","2014","7021","Valor anual","SLC","1116703.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2015","2015","7021","Valor anual","SLC","1027564.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2016","2016","7021","Valor anual","SLC","1159672.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2017","2017","7021","Valor anual","SLC","1310939.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2018","2018","7021","Valor anual","SLC","1230403.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2019","2019","7021","Valor anual","SLC","1290263.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2020","2020","7021","Valor anual","SLC","1557809.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2021","2021","7021","Valor anual","SLC","1647955.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01354","Fresas","2022","2022","7021","Valor anual","SLC","1067940.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1991","1991","7021","Valor anual","SLC","333628","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1992","1992","7021","Valor anual","SLC","211302","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1993","1993","7021","Valor anual","SLC","149611","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1994","1994","7021","Valor anual","SLC","346667","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1995","1995","7021","Valor anual","SLC","520834","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1996","1996","7021","Valor anual","SLC","412223","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1997","1997","7021","Valor anual","SLC","342777","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1998","1998","7021","Valor anual","SLC","400000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","1999","1999","7021","Valor anual","SLC","503204","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2000","2000","7021","Valor anual","SLC","492752","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2001","2001","7021","Valor anual","SLC","308128","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2002","2002","7021","Valor anual","SLC","326282","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2003","2003","7021","Valor anual","SLC","542501","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2004","2004","7021","Valor anual","SLC","678054","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2005","2005","7021","Valor anual","SLC","402000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2006","2006","7021","Valor anual","SLC","371667","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2007","2007","7021","Valor anual","SLC","578785","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2008","2008","7021","Valor anual","SLC","939878.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2009","2009","7021","Valor anual","SLC","421634.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2010","2010","7021","Valor anual","SLC","366316","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2011","2011","7021","Valor anual","SLC","449491.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2012","2012","7021","Valor anual","SLC","538641.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2013","2013","7021","Valor anual","SLC","1543937.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2014","2014","7021","Valor anual","SLC","1439750","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2015","2015","7021","Valor anual","SLC","1243187.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2016","2016","7021","Valor anual","SLC","1348458.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2017","2017","7021","Valor anual","SLC","1482034.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2018","2018","7021","Valor anual","SLC","1422581.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2019","2019","7021","Valor anual","SLC","1352399.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2020","2020","7021","Valor anual","SLC","1836681.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2021","2021","7021","Valor anual","SLC","1828206.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01701","Frijoles, secos","2022","2022","7021","Valor anual","SLC","1675650.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1991","1991","7021","Valor anual","SLC","262047","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1992","1992","7021","Valor anual","SLC","222806","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1993","1993","7021","Valor anual","SLC","210626","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1994","1994","7021","Valor anual","SLC","298072","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1995","1995","7021","Valor anual","SLC","401354","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1996","1996","7021","Valor anual","SLC","366283","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1997","1997","7021","Valor anual","SLC","215140","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1998","1998","7021","Valor anual","SLC","224423","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","1999","1999","7021","Valor anual","SLC","393982","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2000","2000","7021","Valor anual","SLC","344997","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2001","2001","7021","Valor anual","SLC","293208","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2002","2002","7021","Valor anual","SLC","269444","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2003","2003","7021","Valor anual","SLC","284208","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2004","2004","7021","Valor anual","SLC","195833","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2013","2013","7021","Valor anual","SLC","1057000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2014","2014","7021","Valor anual","SLC","964166.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2015","2015","7021","Valor anual","SLC","1108083.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2016","2016","7021","Valor anual","SLC","1410916.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2017","2017","7021","Valor anual","SLC","1856996.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2018","2018","7021","Valor anual","SLC","1788783.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2019","2019","7021","Valor anual","SLC","1597314.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2020","2020","7021","Valor anual","SLC","1634889.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2021","2021","7021","Valor anual","SLC","1440676.1","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01703","Garbanzos secos","2022","2022","7021","Valor anual","SLC","1384314.4","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","1999","1999","7021","Valor anual","SLC","183541.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2000","2000","7021","Valor anual","SLC","154583.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2001","2001","7021","Valor anual","SLC","161000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2015","2015","7021","Valor anual","SLC","1536000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2016","2016","7021","Valor anual","SLC","1390000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2017","2017","7021","Valor anual","SLC","1150000","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2018","2018","7021","Valor anual","SLC","1025616.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2019","2019","7021","Valor anual","SLC","964172.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2020","2020","7021","Valor anual","SLC","1274115.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2021","2021","7021","Valor anual","SLC","1241948.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01705","Guisantes, secos","2022","2022","7021","Valor anual","SLC","1292995","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1991","1991","7021","Valor anual","SLC","205631","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1992","1992","7021","Valor anual","SLC","185365","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1993","1993","7021","Valor anual","SLC","198265","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1994","1994","7021","Valor anual","SLC","183031","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1995","1995","7021","Valor anual","SLC","210565","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1996","1996","7021","Valor anual","SLC","176678","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1997","1997","7021","Valor anual","SLC","275597","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1998","1998","7021","Valor anual","SLC","205465","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","1999","1999","7021","Valor anual","SLC","200599.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2000","2000","7021","Valor anual","SLC","186754.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2001","2001","7021","Valor anual","SLC","215920.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2002","2002","7021","Valor anual","SLC","198103","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2003","2003","7021","Valor anual","SLC","215741","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2004","2004","7021","Valor anual","SLC","200216","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2005","2005","7021","Valor anual","SLC","245697.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2006","2006","7021","Valor anual","SLC","259532","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2007","2007","7021","Valor anual","SLC","315112.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2008","2008","7021","Valor anual","SLC","344001.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2009","2009","7021","Valor anual","SLC","338656.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2010","2010","7021","Valor anual","SLC","307458","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2012","2012","7021","Valor anual","SLC","526614.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2013","2013","7021","Valor anual","SLC","578966","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2014","2014","7021","Valor anual","SLC","787579.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2015","2015","7021","Valor anual","SLC","710426.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2016","2016","7021","Valor anual","SLC","659101.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2017","2017","7021","Valor anual","SLC","670421.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2018","2018","7021","Valor anual","SLC","706351.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2019","2019","7021","Valor anual","SLC","761100.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2020","2020","7021","Valor anual","SLC","892094.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2021","2021","7021","Valor anual","SLC","1046235","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01242","Guisantes, verdes","2022","2022","7021","Valor anual","SLC","899781.2","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1991","1991","7021","Valor anual","SLC","144665","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1992","1992","7021","Valor anual","SLC","140499","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1993","1993","7021","Valor anual","SLC","144065","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1994","1994","7021","Valor anual","SLC","137932","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1995","1995","7021","Valor anual","SLC","140499","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1996","1996","7021","Valor anual","SLC","102748","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1997","1997","7021","Valor anual","SLC","213065","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1998","1998","7021","Valor anual","SLC","166332","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","1999","1999","7021","Valor anual","SLC","107813.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2000","2000","7021","Valor anual","SLC","103731.6","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2001","2001","7021","Valor anual","SLC","80767.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2002","2002","7021","Valor anual","SLC","118356.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2003","2003","7021","Valor anual","SLC","80474.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2004","2004","7021","Valor anual","SLC","79692.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2005","2005","7021","Valor anual","SLC","130663.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2006","2006","7021","Valor anual","SLC","116524.8","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2007","2007","7021","Valor anual","SLC","137834","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2008","2008","7021","Valor anual","SLC","138646.9","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2009","2009","7021","Valor anual","SLC","163011.3","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2010","2010","7021","Valor anual","SLC","166857.5","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2011","2011","7021","Valor anual","SLC","212074.7","A","Cifra oficial"
"PP","Precios al Productor","152","Chile","5531","Precio al productor (SLC/tonelada)","01243","Habas y haba caballar, verdes","2012","2012","7021","Valor anual","SLC","299653.8","A","Cifra oficial"
